U,nup,delta,seed,Spipi,M,n
4.0,4,0.3,2,0.05600114161657581,0.23664560341695726,0.2222222222222222
4.0,4,0.3,3,0.05597691880373623,0.23659441836978368,0.2222222222222222
4.0,4,0.4,1,0.055984414683003844,0.23661025904005906,0.2222222222222222
4.0,4,0.4,2,0.05559702100347341,0.235790205486728,0.2222222222222222
4.0,4,0.4,3,0.05539061900120483,0.23535211705273618,0.2222222222222222
4.0,6,0.0,1,0.08406286011428563,0.2899359586430866,0.3333333333333333
4.0,6,0.0,2,0.08494193185276391,0.2914479916773556,0.3333333333333333
4.0,6,0.0,3,0.0846458704521746,0.29093963369086484,0.3333333333333333
4.0,6,0.1,1,0.0844553189223096,0.29061197312277004,0.3333333333333333
4.0,6,0.1,2,0.08501761445200941,0.2915778017133839,0.3333333333333333
4.0,6,0.1,3,0.08478458750108189,0.29117793099938377,0.3333333333333333
4.0,6,0.2,1,0.08486742199473775,0.29132013661046113,0.3333333333333333
4.0,6,0.2,2,0.08483044590530621,0.2912566667139247,0.3333333333333333
4.0,6,0.2,3,0.08449159185227197,0.2906743742614267,0.3333333333333333
4.0,6,0.3,1,0.0846575819227697,0.29095975997166634,0.3333333333333333
4.0,6,0.3,2,0.0848827689072061,0.29134647570754324,0.3333333333333333
4.0,6,0.3,3,0.08442179573012924,0.2905542905037357,0.3333333333333333
4.0,6,0.4,1,0.08412504088651056,0.2900431707289633,0.3333333333333333
4.0,6,0.4,2,0.08525625453253717,0.2919867369120337,0.3333333333333333
4.0,6,0.4,3,0.08462827431307243,0.29090939192998294,0.3333333333333333
4.0,8,0.0,1,0.11429074024394537,0.3380691353021529,0.4444444444444444
4.0,8,0.0,2,0.116083966366299,0.34071097189010363,0.4444444444444444
4.0,8,0.0,3,0.11449715914584373,0.3383742885413189,0.4444444444444444
4.0,8,0.1,1,0.11475414575188177,0.3387538128964481,0.4444444444444444
4.0,8,0.1,2,0.11366978132458964,0.33714949402985855,0.4444444444444444
4.0,8,0.1,3,0.11310503513804751,0.3363109203371896,0.4444444444444444
4.0,8,0.2,1,0.11233756491017292,0.33516796522068293,0.4444444444444444
4.0,8,0.2,2,0.11211308391806982,0.33483291940618654,0.4444444444444444
