folder,L,U,tA,tt,NUP,NDN,E_used,ms_used,E_best,ms_best,gap,best_seed,verdict,n,delta,half,dms
L12n0.847u4tA-0.6000tt0.3N61,12.0,4.0,-0.6,0.3,61.0,61.0,-172.57439,0.0014,-172.902052,0.0133,0.327662,random,WORSE_TRIAL_same_order,0.847,0.6,False,0.011899999999999999
L12n1.000u2tA-0.7000tt0.3N72,12.0,2.0,-0.7,0.3,72.0,72.0,-249.183747,0.0248,-249.183747,0.0248,0.0,neel,OK,1.0,0.7,True,0.0
L12n0.847u3tA-0.6000tt0.3N61,12.0,3.0,-0.6,0.3,61.0,61.0,-195.885263,0.0004,-195.890596,0.0003,0.005332,random,WORSE_TRIAL_same_order,0.847,0.6,False,0.00010000000000000005
L12n1.000u3.5tA-0.6000tt0.3N72,12.0,3.5,-0.6,0.3,72.0,72.0,-178.293757,0.063,-178.293757,0.063,-0.0,neel,OK,1.0,0.6,True,0.0
L12n1.000u3tA-0.7000tt0.3N72,12.0,3.0,-0.7,0.3,72.0,72.0,-213.219573,0.04,-213.219573,0.04,-0.0,neel,OK,1.0,0.7,True,0.0
L12n1.000u3tA-0.6000tt0.3N72,12.0,3.0,-0.6,0.3,72.0,72.0,-196.243466,0.0438,-196.243466,0.0438,-0.0,neel,OK,1.0,0.6,True,0.0
L12n1.000u3.5tA-0.7000tt0.3N72,12.0,3.5,-0.7,0.3,72.0,72.0,-195.259632,0.0552,-195.259632,0.0552,0.0,random,OK,1.0,0.7,True,0.0
L12n1.000u4.5tA-0.6000tt0.3N72,12.0,4.5,-0.6,0.3,72.0,72.0,-141.553151,0.2814,-142.61665,0.1264,1.0635,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.6,True,0.15499999999999997
L12n0.847u3tA-0.4000tt0.3N61,12.0,3.0,-0.4,0.3,61.0,61.0,-168.875074,0.0502,-168.985409,0.0533,0.110335,random,WORSE_TRIAL_same_order,0.847,0.4,False,0.0030999999999999986
L12n0.847u3.5tA-0.6000tt0.3N61,12.0,3.5,-0.6,0.3,61.0,61.0,-184.036613,0.0095,-184.059251,0.0108,0.022638,random,WORSE_TRIAL_same_order,0.847,0.6,False,0.0013000000000000008
L12n0.847u2tA-0.4000tt0.3N61,12.0,2.0,-0.4,0.3,61.0,61.0,-192.643867,0.0,-192.643859,0.0,-8e-06,random,OK,0.847,0.4,False,0.0
L12n0.847u4.5tA-0.6000tt0.3N61,12.0,4.5,-0.6,0.3,61.0,61.0,-162.473148,0.0137,-162.423134,0.0078,-0.050014,random,OK,0.847,0.6,False,0.005900000000000001
L12n1.000u4.5tA-0.7000tt0.3N72,12.0,4.5,-0.7,0.3,72.0,72.0,-159.493649,0.1066,-159.493649,0.1066,0.0,neel,OK,1.0,0.7,True,0.0
L12n1.000u5tA-0.0000tt0.3N72,12.0,5.0,-0.0,0.3,72.0,72.0,-98.204161,0.7724,-98.204161,0.7724,0.0,neel,OK,1.0,0.0,True,0.0
L12n1.000u4tA-0.7000tt0.3N72,12.0,4.0,-0.7,0.3,72.0,72.0,-177.339263,0.0784,-177.339263,0.0784,-0.0,neel,OK,1.0,0.7,True,0.0
L12n0.847u3.5tA-0.7000tt0.3N61,12.0,3.5,-0.7,0.3,61.0,61.0,-199.426568,0.0127,-199.426565,0.0127,-3e-06,random,OK,0.847,0.7,False,0.0
L12n0.847u5tA-0.7000tt0.3N61,12.0,5.0,-0.7,0.3,61.0,61.0,-166.122719,0.0121,-166.039583,0.0127,-0.083136,random,OK,0.847,0.7,False,0.0005999999999999998
L12n1.000u4tA-0.6000tt0.3N72,12.0,4.0,-0.6,0.3,72.0,72.0,-160.401304,0.092,-160.401304,0.092,0.0,neel,OK,1.0,0.6,True,0.0
L12n0.847u4tA-0.7000tt0.3N61,12.0,4.0,-0.7,0.3,61.0,61.0,-187.586543,0.0004,-187.630039,0.011,0.043496,random,WORSE_TRIAL_same_order,0.847,0.7,False,0.0106
L12n1.000u5tA-0.6000tt0.3N72,12.0,5.0,-0.6,0.3,72.0,72.0,-125.275422,0.3402,-125.275422,0.3402,0.0,neel,OK,1.0,0.6,True,0.0
L12n1.000u5tA-0.7000tt0.3N72,12.0,5.0,-0.7,0.3,72.0,72.0,-140.445527,0.2861,-141.760586,0.1367,1.315059,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.7,True,0.14940000000000003
L14n0.622u4.0tA-0.4000tt0.3N61,14.0,4.0,-0.4,0.3,61.0,61.0,-198.415857,0.0002,-198.67671,0.0018,0.260853,random,WORSE_TRIAL_same_order,0.622,0.4,False,0.0015999999999999999
L14n0.704u4.0tA-0.2000tt0.3N69,14.0,4.0,-0.2,0.3,69.0,69.0,-187.515795,0.1072,-188.530814,0.1001,1.015019,neel,WORSE_TRIAL_same_order,0.704,0.2,False,0.007100000000000009
L14n0.745u4.0tA-0.1000tt0.3N73,14.0,4.0,-0.1,0.3,73.0,73.0,-180.528325,0.0064,-180.923008,0.0096,0.394684,random,WORSE_TRIAL_same_order,0.745,0.1,False,0.003199999999999999
L14n0.745u4.0tA-0.3000tt0.3N73,14.0,4.0,-0.3,0.3,73.0,73.0,-196.234459,0.0565,-196.423125,0.0426,0.188666,random,WORSE_TRIAL_same_order,0.745,0.3,False,0.013900000000000003
L14n0.663u4.0tA-0.0000tt0.3N65,14.0,4.0,-0.0,0.3,65.0,65.0,-177.817763,0.0044,-178.379724,0.0095,0.561961,neel,WORSE_TRIAL_same_order,0.663,0.0,False,0.0050999999999999995
L14n0.969u4.0tA-0.0000tt0.3N95,14.0,4.0,-0.0,0.3,95.0,95.0,-159.702072,0.641,-159.702345,0.641,0.000274,neel,WORSE_TRIAL_same_order,0.969,0.0,False,0.0
L14n0.969u4.0tA-0.1000tt0.3N95,14.0,4.0,-0.1,0.3,95.0,95.0,-162.218557,0.6391,-162.218557,0.6391,-0.0,neel,OK,0.969,0.1,False,0.0
L14n0.765u4.0tA-0.2000tt0.3N75,14.0,4.0,-0.2,0.3,75.0,75.0,-186.555361,0.2396,-186.787605,0.0606,0.232245,random,WORSE_TRIAL_DIFFERENT_ORDER,0.765,0.2,False,0.179
L14n0.745u4.0tA-0.2000tt0.3N73,14.0,4.0,-0.2,0.3,73.0,73.0,-187.597122,0.158,-187.495302,0.0267,-0.10182,random,OK,0.745,0.2,False,0.1313
L14n0.969u4.0tA-0.2000tt0.3N95,14.0,4.0,-0.2,0.3,95.0,95.0,-166.626415,0.6187,-166.63647,0.6186,0.010055,neel,WORSE_TRIAL_same_order,0.969,0.2,False,9.999999999998899e-05
L14n0.888u4.0tA-0.2000tt0.3N87,14.0,4.0,-0.2,0.3,87.0,87.0,-176.010531,0.3016,-177.780079,0.5286,1.769548,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.888,0.2,False,0.22699999999999998
L14n0.888u4.0tA-0.1000tt0.3N87,14.0,4.0,-0.1,0.3,87.0,87.0,-170.347756,0.1522,-170.228538,0.5224,-0.119218,neel,OK,0.888,0.1,False,0.3702
L14n0.622u4.0tA-0.2000tt0.3N61,14.0,4.0,-0.2,0.3,61.0,61.0,-182.314516,0.0164,-182.350336,0.0008,0.03582,random,WORSE_TRIAL_same_order,0.622,0.2,False,0.015600000000000001
L14n0.908u4.0tA-0.4000tt0.3N89,14.0,4.0,-0.4,0.3,89.0,89.0,-195.309267,0.4835,-195.309255,0.4835,-1.2e-05,neel,OK,0.908,0.4,False,0.0
