L,U,delta,nseed,son,son_err,sext,sext_err,d,d_err,dxy,dxy_err
12,2.0,0.2,6,-7.601176963262087,0.003133832964434953,3.055277983715609,0.0014042903698321214,1.309542988946107,0.040428335719442106,1.741623600489147,0.03316737840595218
12,2.0,0.3,6,-7.238681290375541,0.005061328125689448,2.693418199657542,0.0015273822924489278,1.0416413598018741,0.022969020022703034,2.6977438851305067,0.04137972637506897
12,2.0,0.4,6,-6.6772708220373085,0.003833866008445611,2.352354860057872,0.0016112754798776555,0.6741778400684443,0.013153856304852302,3.3469648931593627,0.0075155217094797135
12,2.0,0.5,6,-6.208598438278012,0.0034481602566587208,2.072896644352516,0.0006339945744988194,0.5561282106367996,0.013460253308316154,2.695202304160327,0.0025896470812269844
12,2.0,0.6,6,-5.800065223531373,0.0019425629463869188,1.8457607922662091,0.0007918512609641906,0.47979465944201216,0.004478565960219747,2.1866239660077893,0.0027844988748372906
12,2.0,0.7,6,-5.436151642803012,0.0054087415277975824,1.6629835483649478,0.0006965833101340086,0.408456456850914,0.009712134248236786,1.7877617917980198,0.002817491474742861
12,3.0,0.1,6,-6.2214422211924925,0.005459277257603897,4.495045984063572,0.007655879532945879,4.12868836285414,0.15583062673088138,-1.6888584305668763,0.04121519886411176
12,3.0,0.2,6,-6.191869743547874,0.003028938089409299,4.202344873901173,0.004419718039179553,2.044649379471077,0.1664793935377823,3.3440584088750334,0.027532798793646323
12,3.0,0.3,6,-6.115812635709436,0.003370022829496945,3.727694947741534,0.0031287962563920357,1.79439836513944,0.045941172654936586,4.351878581108813,0.03080723282855747
12,3.0,0.4,6,-5.893503569758969,0.00352146271547566,3.281552467690091,0.002530384842619875,1.2533647369335805,0.027040979852257094,4.733133815154087,0.010106283901682701
12,3.0,0.5,6,-5.6280382297598335,0.003548230259239331,2.907489894764019,0.0015806145504085208,0.9742500576557376,0.028985520147283398,3.9794164895307205,0.006189030158588903
12,3.0,0.6,6,-5.3593289716681065,0.002041842450997859,2.601452773039132,0.0027507039478132374,0.8254655065527069,0.01541100765016597,3.328675498305154,0.0033932589884965985
