L,nup,delta,U,seed,channel,R,P,bubble,V
12,36,0.6,6.0,3,sext,3.605551,-0.4370329882371859,0.0713161872090583,-0.5083491754462443
12,36,0.6,6.0,3,sext,4.0,0.2436028807395928,0.4112306402592011,-0.1676277595196082
12,36,0.6,6.0,3,sext,4.123106,0.5852768263655441,1.2582016358265922,-0.672924809461048
12,36,0.6,6.0,3,sext,4.242641,-1.3517126201843168,-0.576046538366474,-0.7756660818178428
12,36,0.6,6.0,3,sext,4.472136,0.986266856490538,1.0806372148169536,-0.0943703583264156
12,36,0.6,6.0,3,sext,5.0,0.3623287009961903,0.6139087729149136,-0.2515800719187233
12,36,0.6,6.0,3,sext,5.09902,0.1185975881214073,0.1356715767278866,-0.0170739886064793
12,36,0.6,6.0,3,sext,5.385165,0.3680084735073719,0.2499839228754869,0.118024550631885
12,36,0.6,6.0,3,sext,5.656854,0.3652397446546368,0.2198752512667804,0.1453644933878563
12,36,0.6,6.0,3,sext,5.830952,0.6927619808612466,0.1878162904145102,0.5049456904467364
12,36,0.6,6.0,3,sext,6.0,0.1812983646684548,0.3554716498499709,-0.1741732851815161
12,36,0.6,6.0,3,sext,6.082763,0.6128391028554635,0.4600510966754632,0.1527880061800003
12,36,0.6,6.0,3,sext,6.324555,0.1437913571819222,0.2501004509940412,-0.1063090938121189
12,36,0.6,6.0,3,sext,6.403124,-0.4047886651867224,-0.0449279137618586,-0.3598607514248637
12,36,0.6,6.0,3,sext,6.708204,0.1641915636090633,0.0312125136087721,0.1329790500002912
12,36,0.6,6.0,3,sext,7.071068,-0.6428297560978385,-0.4827779519526068,-0.1600518041452316
12,36,0.6,6.0,3,sext,7.211103,0.3475080147482204,0.1559445710990139,0.1915634436492065
12,36,0.6,6.0,3,sext,7.81025,0.0647580981109235,-0.100051092308814,0.1648091904197376
12,36,0.6,6.0,3,sext,8.485281,0.1043929767244213,0.054261917639033,0.0501310590853882
12,36,0.6,6.0,3,d,0.0,160.27897490702884,167.51916686920015,-7.240191962171309
12,36,0.6,6.0,3,d,1.0,3.748938964709938,2.0238790019287327,1.725059962781205
12,36,0.6,6.0,3,d,1.414214,84.40176737167651,89.6720914328857,-5.27032406120918
12,36,0.6,6.0,3,d,2.0,9.890707045518838,11.682429205575133,-1.7917221600562936
12,36,0.6,6.0,3,d,2.236068,5.580070542021565,6.933608516075116,-1.3535379740535518
12,36,0.6,6.0,3,d,2.828427,-7.883871492876329,-7.560933339650488,-0.3229381532258415
12,36,0.6,6.0,3,d,3.0,4.713012488126829,4.726299906847833,-0.0132874187210045
12,36,0.6,6.0,3,d,3.162278,-4.184239506337808,-4.169014479513455,-0.0152250268243525
12,36,0.6,6.0,3,d,3.605551,0.7064413895529371,0.1224767544128263,0.5839646351401108
12,36,0.6,6.0,3,d,4.0,-0.0525238200877202,-0.1458539916770011,0.0933301715892809
12,36,0.6,6.0,3,d,4.123106,-1.306301613439277,-0.1206826067578059,-1.1856190066814711
12,36,0.6,6.0,3,d,4.242641,-1.0970671626886783,0.1391008322037085,-1.236167994892387
